Kode;Nama_bahan;Sumber;Air;ENERGI;PROTEIN;LEMAK;KH;SERAT;ABU;KALSIUM;FOSFOR;BESI;NATRIUM;KALIUM;TEMBAGA;SENG;RETINOL;B-KAR;KAR -TOTAL;THIAMIN;RIBOFLAVIN;NIASIN;VIT_C;BDD
FP030;ayam goreng pasundan paha;KZGPI-1990;52.8;245;33.1;11.4;0.3;0;2.5;90;283;7.3;0;0;0;0;8;0;40;0.37;0;0;0;100
FP031;"ayam goreng pioneer 
dada";KZGPI-1990;44.5;295;37.4;14.7;0.6;0;2.7;108;236;6.8;0;0;0;0;16;0;80;0.1;0;0;0;100
FP032;"ayam goreng
sukabumi dada";KZGPI-1990;49.8;244;36.7;9.2;1;0;3.4;81;154;6.1;0;0;0;0;20;0;80;0.66;0;0;0;100
FP033;"ayam goreng
sukabumi paha";KZGPI-1990;46;283;35.7;14.3;0.5;0;3.6;68;106;5.4;0;0;0;0;11;0;60;0.36;0;0;0;100
FP034;"ayam taliwang 
masakan";KZGMI-2001;57.5;264;18.2;20.1;2.7;0;1.5;94;164;2;507;408;0.4;12.3;1067;0;0;0;0;0;0;100
FP035;"babi hutan masak rica 
masakan";KZGMI-2001;56.2;491;24.6;16.3;0.2;0;2.7;18;144;1.2;1415;327;0.2;2.6;2193;0;0;0.61;0.47;0;0;100
FP036;beef burger;"KZGMS-
1993";45.5;258;10.6;9.5;32.5;0.4;2.2;210;157;2.6;572;189.1;0;0;218;0;7580;0.95;0;0;0;100
FP037;beef teriyaki masakan;KZGMS- 1993;65.1;151;8.6;3.1;22.3;0.3;0.9;142;62;2.3;377;0;0;0;22;0;400;0.53;0;0;0;100
FP038;beef yakiniku masakan;KZGMS- 1993;67.7;132;9.8;1.1;20.7;0.3;0.8;302;67;2;409;0;0;0;78;0;700;0.62;0;0;0;100
FP039;brongkos;KZGPI-1990;76.4;141;15.3;3.3;12.6;1;2.4;87;97;5.1;0;0;0;0;4;0;356;0.4;0;0;0;100
FP040;bulgogi masakan;"KZGMS-
1993";84.2;72;11.4;4.9;1.4;1.7;0.7;214;86;2.5;509;0;0;0;17;0;0;1.08;0;0;0;100
FP041;"chicken teriyaki 
masakan";KZGMS- 1993;68.2;168;13;9.6;7.5;0.8;1.7;137;106;3.1;959;0;0;0;68;0;2200;0.65;0;0;0;100
FP042;chikiniku masakan;"KZGMS-
1993";65.4;143;9.8;1.4;22.8;0.4;0.6;301;63;2;531;0;0;0;27;0;1280;0.73;0;0;0;100
FP043;coto mangkasara kuda masakan;KZGMI-2001;83.5;96;6.8;5.9;3.8;0;0.9;11;106;2.3;96;31;0.1;1;0;0;0;0.23;0.14;4.2;0;100
FP044;"coto mangkasara 
sapi masakan";KZGMI-2001;85.9;84;6;6;1.4;0;0.7;8;104;4;90;25;0.3;0.6;0;0;0;0.16;0.14;"10.3
0";0;100
FP045;djibokum masakan;"KZGMS-
1993";43.4;248;10;2.3;40.9;0.1;3.4;116;110;2.8;401;0;0;0;52;0;1920;0.75;0;0;0;100
FP046;empal (daging) goreng masakan;KZGMS- 1993;43.9;248;36.2;6.9;10.1;0;2;131;235;6.4;848;0;0;0;112;0;620;0.55;0;0;0;100
FP047;gulai kambing;KZGMI-2001;78.4;126;4.2;9.4;6.2;0;1.8;45;73;1.3;302;138;0.2;1.1;151;0;0;0.13;0.01;0;0;100
FP048;"jangang bintatoeng 
masakan";KZGMI-2001;73.6;107;5.3;2.2;16.5;0;2.4;64;61;2.5;482;406;0.2;0.8;0;0;0;0.18;0.02;3.4;0;100
FP049;kalio ayam masakan;"KZGMS-
1993";64.7;203;16;13.5;4.4;0;1.4;278;177;4.2;534;0;0;0;105;0;3780;0.35;0;0;0;100
FP050;kalio jeroan masakan;"KZGMS-
1993";68.9;163;16.5;9;4.1;0;1.5;102;268;7.1;570;0;0;0;298;0;1960;0.7;0;0;0;100
FP051;"kalio kikil (tunjang) 
masakan";KZGMS- 1993;75.3;122;13.8;5.7;3.9;0;1.3;154;59;3.4;519;0;0;0;36;0;1440;0.38;0;0;0;100
FP052;kalio otak masakan;"KZGMS-
1993";70.3;157;8.1;8.8;11.4;0;1.4;212;69;3.3;604;0;0;0;32;0;1040;0.45;0;0;0;100
FP053;lawar babi masakan;KZGPI-1990;68.8;174;17;10;3;0;1.2;61;141;3;0;0;0;0;0;0;0;0.1;0;0;0;100
FP054;lawar penyu masakan;KZGPI-1990;66.3;141;23;1.5;7.6;0;1.6;69;141;6;0;0;0;0;0;0;0;0.1;0;0;0;100
FP055;lawara jangang masakan;KZGMI-2001;72.4;159;5;10.9;10.1;0;1.6;57;107;1.5;400;2368;0.1;1;14;0;0;0.25;0.16;0;0;100
FP056;naan maran sapi masakan;KZGMI-2001;14.8;478;38.3;33.9;5.1;0;7.9;30;390;11.8;220;320;0.6;3.9;33;0;0;0;0;0.2;0;100
FP057;nasu likku masakan;KZGMI-2001;59;196;14.5;8.3;15.9;0;2.3;69;157;1;386;470;0.3;2;0;0;0;0.2;0.24;1.5;0;100
FP058;"oramu ninahu ndawa
olaho masakan";KZGMI-2001;74.9;117;13.7;5;4.3;0;0.1;964;804;2;0;727;0.3;1.5;4095;0;0;0.77;0.04;1.7;0;100
FP059;"paniki masak santan 
masakan";KZGMI-2001;25.4;460;28.5;35.2;7.2;0;3.7;188;357;5.5;2002;532;0.4;2.5;954;0;0;0.27;0.19;0;0;100
FP060;"pelolah manuk 
masakan";KZGMI-2001;60;219;19.7;13.6;4.4;0;2.3;33;160;1.6;577;0;0;0;137;0;1940;0.42;0;0;0;100
FP061;rawon masakan;KZGPI-1990;86;60;5.4;2.5;4;0;2.1;272;153;3.3;0;0;0;0;10;0;1235;0.09;0;0;0;100
FP062;"rendang sapi 
masakan";KZGPI-1990;57.9;193;22.6;7.9;7.8;0;3.8;474;211;14.9;0;0;0;0;21;0;534;0.12;0;0;0;100
FP063;rw anjing masakan;KZGMI-2001;60.8;198;24.6;10.7;0.9;0;3;1071;876;4;1604;226;0.1;2.8;256;0;0;0.35;0.2;0;0;100
FP064;sate penyu masakan;KZGPI-1990;57.4;179;22.5;3.5;13.3;0;3.3;187;238;14.4;0;0;0;0;0;0;0;0.1;0;0;0;100
FP065;sate pusut masakan;KZGMI-2001;52.1;274;12.9;18.6;13.6;0;2.8;63;190;2.7;609;0;0;0;133;0;0;0.06;0;0;0;100
FP066;"penyu serapah 
masakan";KZGPI-1990;71.3;174;13.1;12.2;2.2;0;1.2;72;186;9.5;0;507;0.8;2.4;1302;0;0;0;0;0;0;100
FP067;sie reuboh masakan;KZGMI-2001;32.4;474;11.2;42.5;11.7;0;2.2;26;62;1.3;677;176;2.4;3.2;141;9;0;0.46;0.26;0;0;100
FP068;sop buntut masakan;"KZGMS-
1993";86.1;71;7.5;3.6;2.2;0;0.6;286;38;3.2;490;0;0;0;119;0;2900;0.14;0;0;0;100
FP069;sop daging sapi masakan;KZGMS- 1993;87.5;49;5.8;0.5;5.3;0;0.9;158;48;2.2;391;0;0;0;101;0;3320;0.37;0;0;0;100
FP070;sop kaki sapi masakan;KZGMS- 1993;84.5;68;9;1.9;3.7;0;0.9;302;15;2.2;435;0;0;0;48;0;150;0.46;0;0;0;100
FP071;"sop kambing 
masakan";KZGMS- 1993;91.6;34;5.5;0.8;1.1;0;1;145;37;1.6;348;0;0;0;48;0;80;0.57;0;0;0;100
FP072;sop konro masakan;KZGMI-2001;85;71;7.4;2.6;4.5;0;0.5;17;60;4.6;184;25;0.3;1.3;0;0;0;0.12;0.02;"10.9
0";0;100
FP073;sop saudara masakan;KZGMI-2001;82.4;89;7.2;5;3.9;0;1.5;10;174;9;274;50;0.2;1.1;0;0;0;0.09;0.12;2;0;100
FP074;"soto bandung 
masakan";KZGPI-1990;89.9;42;3.9;1.7;2.8;0.4;1.8;74;75;1.8;0;0;0;0;6;20;0;0;0;0;0;100
FP075;soto banjar masakan;KZGMI-2001;83.7;110;2.9;9.5;3.2;0;0.7;28;28;0.3;36;6;0;0.2;12;0;770;0.05;0;0;0;100
FP076;soto betawi masakan;KZGPI-1990;75.9;135;2.5;8.8;11.5;0.5;1.3;222;72;1.9;0;0;0;0;6;0;336;0.04;0;0;0;100
FP077;soto jeroan masakan;"KZGMS-
1993";81.4;92;11.8;4.3;1.4;0;1.1;218;48;1.9;363;0;0;0;85;0;440;0.36;0;0;0;100
FP078;soto kudus masakan;KZGPI-1990;91.6;38;2.6;2.3;1.8;0.2;1.7;237;67;1.7;0;0;0;0;23;0;128;0.06;0;0.5;0;100
FP079;"soto madura 
masakan";KZGPI-1990;89.8;60;3.5;4.5;1.3;0;0.9;361;126;3.8;0;0;0;0;26;0;121;0.06;0;0;0;100
FP080;soto padang masakan;KZGPI-1990;75;127;5.9;6.6;11;0.7;2;298;94;1.5;0;0;0;0;12;0;204;0.22;0;0;0;100
FP081;soto pekalongan masakan;KZGPI-1990;83.8;94;3;6.8;5.1;0.3;1.3;322;79;2;0;0;0;0;14;0;119;0.29;0;0;0;100
FP082;soto pemalang masakan;KZGPI-1990;86;75;3.6;5.2;3.5;0;1.7;170;80;2.1;0;0;0;0;16;0;30;0.13;0;0;0;100
FP083;soto sukaraja masakan;KZGPI-1990;75.9;80;3.2;3.5;9;0.3;1.1;347;77;2.3;0;0;0;0;12;0;89;0.04;0;0;0;100
FP084;soto sulung masakan;KZGPI-1990;88.1;86;2.3;8.5;0;0;1.1;200;120;2.9;0;0;0;0;20;0;105;0.08;0;0;0;100
FP085;sukiyaki masakan;"KZGMS-
1993";81;75;5.6;0.4;12.2;0.2;0.8;109;59;0.5;426;0;0;0;41;0;1200;0.37;0;0;0;100
FP086;"tedong pallu basa 
masakan";KZGMI-2001;81.7;83;10.4;3.4;2.8;0;1.7;10;139;2.6;397;34;0.6;1.3;0;0;0;0.09;0.53;9;0;100
FP087;tikus rica masakan;KZGMI-2001;54.9;257;18.8;18.5;3.8;0;4;232;293;6.5;1724;308;0.5;2.3;674;0;0;0.28;0.38;0;0;100
FP088;tinoransa masakan;KZGMI-2001;31.6;516;17.7;49.5;0;0;1.2;698;648;3.5;1307;320;0.1;1.8;710;0;0;0.29;0.17;0;0;100
GR001;belut segar;KZGMI-2001;81.5;70;14.6;0.8;1;0;2.1;49;155;1.5;55;169;0.2;1.2;0;0;0;0.22;0.12;7.7;0;0
GR002;belut laut segar;KZGPI- 1990;79.5;93;12.8;1.5;6.1;0;4.1;60;199;3;33;175.9;0.1;1;51;3;71;0.06;0;2.7;0;0
GR003;cumi-cumi segar;KZGPI- 1990;82.2;75;16.1;0.7;0.1;0;0.9;32;200;1.8;37;204.1;1.6;1.3;0;20;0;0.08;0;2.5;0;0
GR004;ikan bader segar;DABM- 1964;66;193;19;13;0;0;2;48;150;0.4;118;264.9;0.1;0.2;45;0;0;0.01;0.1;4.1;0;0
GR005;ikan balong segar;KZGPI- 1990;76.5;107;16.5;3.9;1.5;0;1.5;54;202;2;86;253.4;0.5;1;25;0;0;0.05;0.1;2.5;0;0
GR006;ikan bambangan segar;KZGPI- 1990;73.7;112;20;1.3;3.7;0;1.3;98;120;3;148;258.7;0;0.1;0;0;0;0.07;0;0.3;0;0
GR007;ikan bandeng segar;DABM- 1964;74;123;20;4.8;0;0;1.2;20;150;2;67;271.1;0;0.9;45;21;0;0.05;0.1;6;0;0
GR008;ikan banjar segar;KZGPI- 1990;73.5;111;19.4;0.9;4.8;0;1.4;68;278;7.3;99;338.7;0.2;0.6;0;62;0;0.03;0.2;7.3;0;0
GR009;ikan baronang segar;KZGMI-2001;80;78;14.5;0.6;3.7;0;1.2;26;521;3.8;26;692;4.7;4.1;732;0;0;0.2;0.04;3;0;0
GR010;ikan batung segar;KZGMI-2001;75.7;115;14.5;4.6;4.2;0;1.1;0;207;0;42;361;0.2;0.9;0;0;0;1.2;0.04;1.1;0;0
GR011;ikan baung segar;KZGMI-2001;74.9;123;15.1;5.5;3.3;0;1.2;5;146;1.3;32;349;0.1;0.7;0;0;0;0.2;0.03;1.2;0;0
GR012;ikan bawal segar;DABM- 1964;78;91;19;1.7;0;0;1.3;20;150;2;129;233.3;0.1;0.3;45;0;0;0.05;0.1;1.8;0;0
GR013;ikan belida segar;KZGMI-2001;79.2;80;14.7;1.4;2.2;0;2.3;303;315;1.3;41;356;0;0.8;0;0;0;1.2;0.14;1.4;0;0
GR014;ikan beunteur segar;DABM- 1964;70;109;17;4;0;0;9;500;500;1;109;323.5;0.6;1.3;45;0;0;0.05;0.1;2.6;0;0
GR015;ikan biawan segar;KZGMI-2001;79.1;90;14.9;2.5;2.1;0;1.4;125;265;1;35;207;0.4;0.6;0;0;0;0.36;0.03;2.9;0;0
GR016;ikan bili segar;KZGMI-2001;68.3;88;14.2;0.7;6.2;0;10.6;27;1760;1.5;217;202;0;4.1;0;0;0;0.72;0.09;2.7;0;0
GR017;ikan bubara segar;KZGMI-2001;75.5;100;14.7;2.4;4.9;0;1.6;90;90;0.4;390;390;0.7;0.8;0;0;0;0;0;0;0;0
GR018;"ikan bulan-bulan 
segar";KZGMI-2001;66.7;134;25.5;1.3;5;0;1.5;29;29;0.5;197;489;0.1;0.5;0;0;0;0.3;0.02;0.8;0;0
GR019;ikan cakalang segar;KZGMI-2001;73;107;19.6;0.7;5.5;0;1.2;23;242;2.9;66;239;0.2;0.6;386;0;0;0.17;0.05;21.7;0;0
GR020;ikan cakalang hati segar;KZGMI-2001;73.4;120;11.3;3.9;10;0;1.4;30;30;0.9;420;280;1.6;4.3;0;0;0;0;0;0.2;0;0
GR021;"ikan cakalang 
jantung segar";KZGMI-2001;76.3;116;11.2;1.2;10.2;0;1.1;10;40;3.4;360;250;0.5;1.9;908;0;0;0;0;0.1;0;0
GR022;"ikan cakalang perut 
segar";KZGMI-2001;79.1;86;10.2;1.1;8.7;0;0.9;20;110;2.1;230;210;0.3;9.3;0;0;0;0.24;0;0.3;0;0
GR023;ikan daun segar;KZGMI-2001;78.6;101;11.5;4.1;4.6;0;1.2;80;210;0.8;120;270;0.1;0.9;0;0;0;0.08;0.07;0.1;0;0
GR024;"ikan ekor kuning 
segar";KZGMI-2001;74.1;108;22.3;1.2;2.1;0;0.3;30;220;0.5;50;230;0.1;0.6;40;29;0;0;0.1;0.2;0;0
GR025;ikan gabus segar;KZGMI-2001;79.6;80;16.2;0.5;2.6;0;1.1;170;139;0.1;65;254;0.3;0.4;335;0;0;0.4;0.2;0.1;0;0
GR026;ikan heu segar;KZGMI-2001;75.6;81;10;1.6;6.6;0;6.2;1910;990;2.1;240;210;0.1;2.7;0;0;0;0.87;0;0.2;0;0
GR027;ikan hitam segar;KZGMI-2001;78.2;101;10.3;3.7;6.7;0;1.1;50;140;0.4;70;210;0;0.4;67;0;0;0;0.1;0.1;0;0
GR028;ikan hiu segar;KZGPI- 1990;85.7;57;10.7;0.3;2.2;0;1.1;75;206;2;0;0;0.02;0;0;0;0;0.05;0;0;0;0
GR029;ikan kacangan segar;KZGPI- 1990;80.7;77;15.6;0.9;1.6;0;1.2;94;170;1.7;0;0;0;0;18;0;0;0.07;0;0;0;0
GR030;ikan kakap segar;DABM- 1964;77;92;20;0.7;0;0;2.3;20;200;1;0;0;0;0;9;0;0;0.05;0;0;0;0
GR031;ikan kakatua segar;KZGMI-2001;79.7;82;11.4;1.2;6.4;0;1.3;20;160;0.4;90;300;0.1;0.3;18;0;0;0;0;0.2;0;0
GR032;ikan kalaban segar;KZGMI-2001;80.3;77;16.4;0.7;1.3;0;1.3;182;248;0.9;40;334;0.7;0.8;0;0;0;0.16;0.15;1.9;0;0
GR033;"ikan kamera (kakap
merah) segar";KZGMI-2001;78.5;86;19.7;0.8;0;0;1.3;50;170;0.3;90;290;0.3;0.1;26;0;0;0;0.08;0.1;0;0
GR034;ikan kapar segar;KZGMI-2001;74.2;132;17;6.7;0.8;0;1.3;151;272;1.2;78;229;0.9;0.7;0;0;0;0.07;0.03;0;0;0
GR035;ikan kawalinya segar;KZGMI-2001;76.1;110;12.6;4.2;5.4;0;1.7;80;300;1.5;340;300;0.2;1.4;146;0;0;0;0;0.2;0;0
GR036;ikan keru-keru segar;KZGPI- 1990;77.2;93;16.5;2.1;0.8;0;3.4;65;217;2.4;137;255.3;0.34;0.7;0;0;0;0.01;0.09;1.6;0;55
GR037;ikan kima segar;KZGMI-2001;82.1;70;10.8;0.7;5.2;0;1.2;53;72;2;342;101;0.5;0.5;401;0;0;0.22;0.05;5.8;0;0
GR038;ikan lais segar;KZGPI- 1990;65;161;11.9;11.5;2.4;0;9.2;70;237;0;0;0;0;0;0;0;0;0.05;0;0;0;62
GR039;ikan layang segar;DABM- 1964;74;109;22;1.7;0;0;2.3;50;150;2;0;0;0;0;45;0;0;0.05;0;0;0;80
GR040;ikan layur segar;KZGPI- 1990;80.1;82;18;1;0.4;0;0.5;48;229;2.2;0;0;0;0;4;0;0;0.04;0;0;0;49
GR041;ikan lehoma segar;KZGMI-2001;77.6;90;20.4;0.9;0;0;1.1;88;270;0.7;56;281;0.3;0.9;1047;0;0;0.32;0.03;0.2;0;0
GR042;ikan lemuru segar;DABM- 1964;76;112;20;3;0;0;1;20;100;1;0;0;0;0;30;0;0;0.05;0;0;0;80
GR043;ikan lidah segar;KZGPI- 1990;78.3;104;15.6;3.2;2;0;0.9;30;143;2;0;0;0;0;33;0;0;0.03;0;0;0;0
GR044;ikan malalugis segar;KZGMI-2001;75.6;99;20.6;1.4;0.9;0;1.5;164;330;0.5;76;282;0.2;0.9;661;0;0;0.3;0.02;0.5;0;0
GR045;"ikan mamar merah 
segar";KZGMI-2001;75;115;15.3;4;4.4;0;1.3;60;190;1.6;120;240;0.2;1;0;0;0;0.2;0.1;0.1;0;0
GR046;ikan mas segar;DABM- 1964;80;86;16;2;0;0;2;20;150;2;65;276.7;0.1;1.1;45;8;0;0.05;0.1;2.6;0;80
GR047;ikan mayong segar;KZGPI- 1990;78.2;97;17.9;2;0.4;0;1.5;40;100;2.5;0;0;0;0;21;0;0;0.1;0;0;0;89
GR048;ikan mujahir segar;KZGPI- 1990;79.7;89;18.7;1;0;0;1.1;96;209;1.5;51;265.8;0;0.2;6;3;5;0.03;0.1;2;0;80
GR049;ikan nasu metti segar;KZGMI-2001;65.3;154;16.8;5;10.5;0;2.4;80;244;1.6;421;488;0.2;1.2;0;0;0;0.47;0.15;9.6;0;0
GR050;ikan oci kembung segar;KZGMI-2001;71.4;125;21.3;3.4;2.2;0;1.7;136;69;0.8;214;245;0.2;1.1;0;0;0;0.26;0.03;0.2;0;80
GR051;ikan paling segar;DABM- 1964;58;303;14;27;0;0;1;20;200;1;43;0;0;0;485;0;0;0.1;0;0;2;100
GR052;"ikan papuyu/ betok 
segar";KZGMI-2001;75;120;14.3;4.9;4.6;0;1.2;329;436;1.5;240;169;0.8;1.1;0;0;0;0;0.05;3.1;0;0
GR053;ikan patin segar;KZGMI-2001;74.4;132;17;6.6;1.1;0;0.9;31;173;1.6;77;346;0.7;0.8;0;7;0;0.2;0.03;1.7;0;0
GR054;ikan pomo segar;KZGMI-2001;68.3;147;22.5;5.2;2.6;0;1.4;80;230;1.3;0;380;0.2;0.7;89;0;0;0;0;0;0;0
GR055;ikan puntin segar;KZGMI-2001;81.1;76;14.4;1.1;2.2;0;1.2;28;166;0;0;325;0.1;0.6;0;0;0;0.31;0.11;0;0;0
GR056;ikan saluang segar;KZGMI-2001;74.8;113;13.9;4.9;3.4;0;3;642;646;1.9;51;182;0.8;3.6;0;0;0;0.21;0.02;1.8;0;89
GR057;ikan sarden segar;KZGMI-2001;72.7;109;19.9;1.8;3.4;0;2.2;95;597;1.3;266;227;0.3;2;195;0;0;0.26;0.03;4.4;0;0
GR058;ikan selar segar;DABM- 1964;75.4;100;18.8;2.2;0;0;3.6;40;179;0.5;43;392.6;0.1;0.3;45;0;0;0.37;0.2;3.4;0;48
GR059;ikan sepat segar;KZGMI-2001;78.8;84;15.2;0.6;4.7;0;0.8;68;171;2.1;211;198;0.7;0.6;0;0;0;0.16;0.03;1.9;0;75
GR060;ikan sidat segar;KZGPI- 1990;71.3;81;11.4;1.9;3.8;0;11.6;118;174;3;46;245.9;0;1.5;15;0;0;0;0.4;3.2;0;100
GR061;ikan sunu segar;KZGMI-2001;75.5;111;13.3;3.4;6.7;0;1.1;86;174;1.2;91;197;0;0.6;309;0;0;1.03;0.1;0.2;0;70
GR062;ikan tahuman segar;KZGMI-2001;77.4;88;15.9;0.9;4.1;0;1.8;221;223;0;24;364;0.4;0.7;0;0;0;0.2;0.25;1.6;0;0
GR063;ikan tarmon segar;KZGMI-2001;76.7;96;19.5;1.1;2;0;0.8;9;129;0.3;43;154;0.1;0.5;0;0;0;0.15;0.02;1.7;0;0
GR064;ikan telan segar;KZGMI-2001;75.3;95;15.8;0.7;6.5;0;1.7;503;354;0.2;58;294;1.6;1.2;0;0;0;0.18;0.02;1.9;0;0
GR065;ikan tembang segar;DABM- 1964;65;204;16;15;0;0;4;20;200;2;341;291;0.4;2.6;30;0;0;0.05;0;5.6;0;80
GR066;ikan tempahas segar;KZGMI-2001;78.9;101;15.1;4.1;1;0;0.9;32;163;0;50;320;0.7;0.6;0;0;0;0.02;0.05;1.5;0;0
GR067;ikan terbang segar;KZGMI-2001;76.1;98;19.6;1.7;1;0;1.6;90;190;0.6;90;320;0.1;0.5;39;0;0;0;0.1;0.1;0;0
GR068;ikan teri segar;KZGPI- 1990;80;74;10.3;1.4;4.1;0;4.2;972;253;3.9;554;126.1;305.2;0.2;13;0;28;0.24;0.1;1.9;0;100
GR069;ikan titang segar;KZGMI-2001;78.8;82;17.4;0.4;2.3;0;1.1;145;130;1.8;110;275;0.1;0.8;581;0;0;0.64;0.03;1.5;0;0
GR070;ikan tongkol segar;KZGMI-2001;74.7;100;13.7;1.5;8;0;2.1;92;606;1.7;202;227;0.2;1.6;181;0;0;0.35;0.03;6.6;0;100
GR071;ikan turi segar;KZGMI-2001;76.9;96;19.2;2;0.2;0;2.1;340;340;0.8;370;300;0.1;2;26;0;0;0;0;0;0;0
GR072;keong segar;DABM- 1964;81;64;12;1;2;0;4;217;78;1.7;231;0;0.37;0.1;0;244;0;0;0;0;0;46
GR073;kepiting segar;DABM- 1964;68.1;151;13.8;3.8;14.1;0;0.2;210;250;1.1;0;0;0;0;61;0;0;0.05;0;0;0;45
GR074;kerang segar;KZGPI- 1990;78.2;101;14.4;2.6;3.9;0;0.9;321;270;15.6;0;0;0;0;0;0;0;0.01;0;0;0;100
GR075;kodok segar;DABM- 1964;81.9;73;16.4;0.3;0;0;1.4;18;147;1.1;0;0;0;0;0;0;0;0.14;0;0;0;65
GR076;kura-kura segar;DABM- 1964;80;83;19.1;0.2;0;0;0.7;27;87;0.7;0;0;0;0;0;0;0;0.2;0;0;0;70
GR077;kuro segar;KZGPI- 1990;79.9;87;16;2.2;1;0;0.9;75;136;1;0;0;0;0;6;0;0;0.04;0;0;0;52
GR078;lokan segar;KZGMI-2001;80.9;217;11;1.7;5.1;0;1.3;20;390;10.9;3;7;0.2;2.7;0;0;0;0.45;0.07;0;0;0
GR079;rajungan segar;KZGMI-2001;80.2;76;12.1;2;2.4;0;2.7;721;214;2.2;69;192;1.7;2.9;599;40;0;0.2;0.25;0.2;0;0
GR080;"rebon udang kecil 
segar";DABM- 1964;79;81;16.2;1.2;0.7;0;2.9;757;292;2.2;169;202.9;0.7;1.2;18;0;0;0.04;0.1;2.4;0;100
GR081;rusip;KZGPI- 1990;58.5;110;11.5;2;11.7;0;16.3;479;348;7.1;0;0;0;0;0;0;0;0.04;0;0;0;100
GR082;udang galah segar;KZGMI-2001;79;81;16.5;0.3;3;0;1.2;87;167;0.7;95;132;0.7;1.2;0;3;0;0.24;0.03;2.9;0;68
GR083;udang besar segar;KZGMI-2001;85.5;56;11.4;0.6;1.2;0;1.3;30;20;0.3;190;210;0.4;0.8;0;0;0;0.14;0;0.1;0;68
GR084;udang segar;DABM- 1964;75;91;21;0.2;0.1;0;3.7;136;170;8;178;222.4;0.3;1.3;18;4;0;0.01;0.4;3.7;0;68
GP001;melon segar;BKP;90.8;37;0.6;0.4;7.8;1;0.5;12;14;0.4;27;167;0.3;0.1;0;1;0;0.02;0.1;0;0;581
GP002;"bekicot dendeng
mentah";KZGPI- 1990;6.7;441;48.7;20.3;15.8;0;8.4;692;523;16.6;0;0;0;0;6;0;1408;0.56;0;0;69;100
GP003;belut goreng;KZGPI- 1990;11.2;417;25.9;19.4;32;0;11.5;840;872;4.9;71;217.7;0.3;1.8;0;0;0;0;0.2;10.5;0;0
GP004;cumi-cumi goreng;KZGPI- 1990;54.2;265;40.6;10.1;0;0;3.1;62;270;2.7;86;81.9;0;0;0;56;0;0.09;0;6.3;0;0
GP005;ikan asin kering;DABM- 1964;40;193;42;1.5;0;0;16.5;200;300;0;0;0;0;0;0;0;0;0.01;0;0;0;70
GP006;"ikan bandeng presto
masakan";KZGPI- 1990;45.3;296;17.1;20.3;11.3;0;6;1422;659;1.9;0;0;0;0;6;0;400;0.14;0;0;69;100
GP007;ikan baung bakar;KZGMI-2001;69.8;144;17.8;5.8;5.2;0;1.4;18;169;0;168;236;0.1;0.7;0;0;0;0;0;1.3;0;0
GP008;ikan belida bakar;KZGMI-2001;68.2;128;18;3;7.2;0;3.6;58;134;0;293;198;0.1;0.4;0;0;0;1.8;0.17;1.5;0;0
GP009;ikan cakalang asap mentah;KZGMI-2001;56.9;204;34.2;5.6;1.9;0;1.4;14;399;1.3;176;588;0.3;0.7;1546;0;0;0.53;0.07;0;0;70
GP010;ikan cakalang asin mentah;KZGPI- 1990;41.7;198;36.5;2.2;5.5;0;14.1;236;346;3.7;4304;302.1;0;0;0;0;0;0.06;0;0;0;70
GP011;ikan calo/ peda mentah;KZGPI- 1990;71.3;81;11.4;1.9;3.8;0;11.6;743;174;22.6;0;0;0;0;15;0;0;0;0;0;0;100
GP012;ikan gabus asap mentah;KZGMI-2001;26.4;261;38.1;2.3;21.9;0;11.3;2510;1840;2.9;320;410;0.4;0.8;114;0;0;0.1;0.1;14.5;0;80
GP013;ikan gabus kering;DABM- 1964;24;268;58;4;0;0;14;15;100;0.1;0;0;0;0;30;0;0;0.1;0;0;0;80
GP014;ikan gete goreng;KZGMI-2001;44.7;267;23.1;19.4;0.2;0;12.6;2340;1240;0.8;590;440;0.1;1.9;0;0;0;0;0;0.2;0;0
GP015;ikan hiu kering;KZGMI-2001;23.1;298;46.3;3.6;20.2;0;6.8;335;846;2.5;957;1457;0.5;2;661;0;0;0.84;0.11;22.5;0;0
GP016;ikan katombo asin;KZGPI- 1990;44.7;162;31.7;2.8;0.3;0;15.5;279;609;4.6;4393;342.2;2.8;0;0;0;0;0.09;0;0;0;70
GP017;ikan kayu kering;KZGMI-2001;23.1;302;70.7;1.9;0.4;0;3.9;313;22;4.1;345;1045;0;1.8;0;0;0;1.4;0.04;20;0;0
GP018;ikan lais bakar;KZGMI-2001;69.4;147;17.5;6.5;5.4;0;1.2;54;194;0.1;142;209;0;0.5;0;0;0;0;0;0;0;0
GP019;"ikan lomak asin
mentah";KZGMI-2001;21.6;258;40.3;2.3;18.9;0;16.9;140;279;2.3;6227;485.1;2.3;0;0;0;0;0.1;0.3;6;0;0
GP020;ikan mas pepes;KZGPI- 1990;57.5;209;15.2;11.3;11.8;0.5;4.3;686;530;6.1;74;276.7;0.1;1.9;3;0;315;0.13;0.1;2.4;0;100
GP021;ikan mujahir goreng;KZGPI- 1990;44.7;416;46.9;23.9;0;0;2.2;346;654;0.9;54;278.9;0;0.2;12;3;8;0.12;0.1;2.2;0;100
GP022;ikan mujahir pepes;KZGPI- 1990;73.7;121;21.7;2.8;0.8;0;1;83;248;1.6;58;265.8;0;0.3;8;0;6;0;0.1;1.9;0;100
